word,ipa,respelling_us,alt_ipa,alt_respelling_us,source_url,source_label,category,confidence,notes,audio_url
ephemeral,/ɪˈfɛmərəl/,ih fem er ul,,,,,cs-term,community-consensus,"Short-lived (ephemeral storage/ports); ""ih-FEM-er-ul"".",https://pronounce.renlab.ai/audio/ephemeral.mp3
pseudo,/ˈsuːdoʊ/,soo doh,,,,,cs-term,community-consensus,"""SOO-doh""; the p is silent. Not the same as `sudo`.",https://pronounce.renlab.ai/audio/pseudo.mp3
quasi,/ˈkweɪzaɪ/,kway zye,/ˈkwɑːzi/,kwah zee,,,cs-term,contested,"""KWAY-zye"" (US) vs ""KWAH-zee"".",https://pronounce.renlab.ai/audio/quasi.mp3
verbose,/vɜːrˈboʊs/,ver bohss,,,,,cs-term,community-consensus,"As in --verbose; ""ver-BOHSS"".",https://pronounce.renlab.ai/audio/verbose.mp3
pycharm,/ˈpaɪtʃɑːrm/,pie charm,,,,,product,community-consensus,"JetBrains Python IDE; ""PIE-charm"".",https://pronounce.renlab.ai/audio/pycharm.mp3
webstorm,/ˈwɛbstɔːrm/,web storm,,,,,product,community-consensus,"JetBrains JS IDE; ""web-storm"".",https://pronounce.renlab.ai/audio/webstorm.mp3
spring,/sprɪŋ/,spring,,,,,product,community-consensus,"Java framework; ""spring"", like the season.",https://pronounce.renlab.ai/audio/spring.mp3
opengl,/ˌoʊpən dʒiː ˈɛl/,open jee ell,,,,,abbreviation,community-consensus,"Graphics API; ""open-G-L"".",https://pronounce.renlab.ai/audio/opengl.mp3
directx,/dɪˈrɛkt ɛks/,dih rekt eks,,,,,product,community-consensus,"Microsoft graphics API; ""Direct-X"".",https://pronounce.renlab.ai/audio/directx.mp3
metal,/ˈmɛtəl/,met ul,,,,,product,community-consensus,"Apple graphics API; ""metal"", like the material.",https://pronounce.renlab.ai/audio/metal.mp3
threejs,/ˌθriː dʒeɪ ˈɛs/,three jay ess,,,,,product,community-consensus,"Three.js WebGL library; ""three-J-S"".",https://pronounce.renlab.ai/audio/threejs.mp3
distill,/dɪˈstɪl/,dih still,,,,,cs-term,community-consensus,"Knowledge distillation: train a small model to mimic a big one; ""dih-STILL"".",https://pronounce.renlab.ai/audio/distill.mp3
distillation,/ˌdɪstɪˈleɪʃən/,diss tih lay shun,,,,,cs-term,community-consensus,"The process of distilling a model; ""diss-tih-LAY-shun"".",https://pronounce.renlab.ai/audio/distillation.mp3
quantize,/ˈkwɒntaɪz/,kwon tize,,,,,cs-term,community-consensus,"Reduce numeric precision (model quantization); ""KWON-tize"".",https://pronounce.renlab.ai/audio/quantize.mp3
quantization,/ˌkwɒntɪˈzeɪʃən/,kwon tih zay shun,,,,,cs-term,community-consensus,"Compressing weights to lower precision; ""kwon-tih-ZAY-shun"".",https://pronounce.renlab.ai/audio/quantization.mp3
logits,/ˈloʊdʒɪts/,loh jits,,,,,cs-term,community-consensus,"Raw pre-softmax outputs; ""LOH-jits"" (soft g).",https://pronounce.renlab.ai/audio/logits.mp3
epoch,/ˈɛpək/,ep uk,/ˈiːpɒk/,ee pok,,,cs-term,contested,"One full pass over the training data; US ""EP-uk"", also ""EE-pok"".",https://pronounce.renlab.ai/audio/epoch.mp3
stochastic,/stəˈkæstɪk/,stuh kass tik,,,,,cs-term,community-consensus,"Random (stochastic gradient descent); ""stuh-KASS-tik"".",https://pronounce.renlab.ai/audio/stochastic.mp3
bayesian,/ˈbeɪziən/,bay zee un,/ˈbeɪʒən/,bay zhun,,,cs-term,contested,"From Bayes; ""BAY-zee-un"" or ""BAY-zhun"".",https://pronounce.renlab.ai/audio/bayesian.mp3
gaussian,/ˈɡaʊsiən/,gow see un,,,,,cs-term,community-consensus,"From Gauss (normal distribution); ""GOW-see-un"".",https://pronounce.renlab.ai/audio/gaussian.mp3
euler,/ˈɔɪlər/,oy ler,,,,,cs-term,community-consensus,"Mathematician Euler; ""OY-ler"", not ""YOO-ler"".",https://pronounce.renlab.ai/audio/euler.mp3
eigen,/ˈaɪɡən/,eye gun,,,,,cs-term,community-consensus,"German prefix (eigenvalue/eigenvector); ""EYE-gun"".",https://pronounce.renlab.ai/audio/eigen.mp3
eigenvalue,/ˈaɪɡənˌvæljuː/,eye gun val yoo,,,,,cs-term,community-consensus,"""EYE-gun-val-yoo"".",https://pronounce.renlab.ai/audio/eigenvalue.mp3
jacobian,/dʒəˈkoʊbiən/,juh koh bee un,,,,,cs-term,community-consensus,"Matrix of first-order partial derivatives; ""juh-KOH-bee-un"".",https://pronounce.renlab.ai/audio/jacobian.mp3
lagrange,/ləˈɡrɑːnʒ/,luh grahnzh,,,,,cs-term,community-consensus,"Mathematician Lagrange; ""luh-GRAHNZH"". French.",https://pronounce.renlab.ai/audio/lagrange.mp3
lagrangian,/ləˈɡrɑːndʒiən/,luh grahn jee un,,,,,cs-term,community-consensus,"""luh-GRAHN-jee-un"" (Lagrange multipliers).",https://pronounce.renlab.ai/audio/lagrangian.mp3
riemann,/ˈriːmɑːn/,ree mahn,,,,,cs-term,community-consensus,"Mathematician Riemann; ""REE-mahn"". German.",https://pronounce.renlab.ai/audio/riemann.mp3
ablation,/əˈbleɪʃən/,uh blay shun,,,,,cs-term,community-consensus,"Ablation study: remove a part to measure its effect; ""uh-BLAY-shun"".",https://pronounce.renlab.ai/audio/ablation.mp3
annealing,/əˈniːlɪŋ/,uh nee ling,,,,,cs-term,community-consensus,"Simulated annealing (optimization); ""uh-NEE-ling"".",https://pronounce.renlab.ai/audio/annealing.mp3
asymptotic,/ˌæsɪmpˈtɒtɪk/,ass im tot ik,,,,,cs-term,community-consensus,"Behavior in the limit; ""ass-im-TOT-ik"".",https://pronounce.renlab.ai/audio/asymptotic.mp3
backprop,/ˈbækprɒp/,back prop,,,,,cs-term,community-consensus,"Short for backpropagation; ""back-prop"".",https://pronounce.renlab.ai/audio/backprop.mp3
backpropagation,/ˌbækprɒpəˈɡeɪʃən/,back prop uh gay shun,,,,,cs-term,community-consensus,"Gradient computation through the network; ""back-prop-uh-GAY-shun"".",https://pronounce.renlab.ai/audio/backpropagation.mp3
centroid,/ˈsɛntrɔɪd/,sen troyd,,,,,cs-term,community-consensus,"Cluster center (k-means); ""SEN-troyd"".",https://pronounce.renlab.ai/audio/centroid.mp3
corpus,/ˈkɔːrpəs/,kor pus,,,,,cs-term,community-consensus,"A body of text/data; ""KOR-pus"". Plural: corpora.",https://pronounce.renlab.ai/audio/corpus.mp3
corpora,/ˈkɔːrpərə/,kor per uh,,,,,cs-term,community-consensus,"Plural of corpus; ""KOR-per-uh"".",https://pronounce.renlab.ai/audio/corpora.mp3
cosine,/ˈkoʊsaɪn/,koh sine,,,,,cs-term,community-consensus,"Cosine similarity; ""KOH-sine"".",https://pronounce.renlab.ai/audio/cosine.mp3
covariance,/koʊˈvɛəriəns/,koh vair ee uns,,,,,cs-term,community-consensus,"""koh-VAIR-ee-uns"".",https://pronounce.renlab.ai/audio/covariance.mp3
determinant,/dɪˈtɜːrmɪnənt/,dih ter mih nunt,,,,,cs-term,community-consensus,"Scalar from a square matrix; ""dih-TER-mih-nunt"".",https://pronounce.renlab.ai/audio/determinant.mp3
embedding,/ɪmˈbɛdɪŋ/,im bed ing,,,,,cs-term,community-consensus,"Dense vector representation; ""im-BED-ing"".",https://pronounce.renlab.ai/audio/embedding.mp3
ensemble,/ɒnˈsɒmbəl/,on som bul,,,,,cs-term,community-consensus,"Combine multiple models; ""on-SOM-bul"". French.",https://pronounce.renlab.ai/audio/ensemble.mp3
entropy,/ˈɛntrəpi/,en truh pee,,,,,cs-term,community-consensus,"Measure of uncertainty (cross-entropy loss); ""EN-truh-pee"".",https://pronounce.renlab.ai/audio/entropy.mp3
hessian,/ˈhɛʃən/,hesh un,,,,,cs-term,community-consensus,"Matrix of second-order partial derivatives; ""HESH-un"".",https://pronounce.renlab.ai/audio/hessian.mp3
hyperparameter,/ˈhaɪpərpəˌræmɪtər/,hyper puh ram ih ter,,,,,cs-term,community-consensus,"A setting chosen before training (lr, batch size); ""hyper-puh-RAM-ih-ter"".",https://pronounce.renlab.ai/audio/hyperparameter.mp3
inference,/ˈɪnfərəns/,in fer uns,,,,,cs-term,community-consensus,"Running a trained model on new data; ""IN-fer-uns"".",https://pronounce.renlab.ai/audio/inference.mp3
laplace,/ləˈplɑːs/,luh plahss,,,,,cs-term,community-consensus,"Mathematician Laplace; ""luh-PLAHSS"". French.",https://pronounce.renlab.ai/audio/laplace.mp3
laplacian,/ləˈplɑːsiən/,luh plah see un,,,,,cs-term,community-consensus,"""luh-PLAH-see-un"" (graph Laplacian).",https://pronounce.renlab.ai/audio/laplacian.mp3
latent,/ˈleɪtənt/,lay tunt,,,,,cs-term,community-consensus,"Hidden (latent space, latent diffusion); ""LAY-tunt"".",https://pronounce.renlab.ai/audio/latent.mp3
manifold,/ˈmænɪfoʊld/,man ih fold,,,,,cs-term,community-consensus,"A curved space (manifold hypothesis); ""MAN-ih-fold"".",https://pronounce.renlab.ai/audio/manifold.mp3
scalar,/ˈskeɪlər/,skay ler,,,,,cs-term,community-consensus,"A single number; ""SKAY-ler"".",https://pronounce.renlab.ai/audio/scalar.mp3
sigmoid,/ˈsɪɡmɔɪd/,sig moyd,,,,,cs-term,community-consensus,"S-shaped activation function; ""SIG-moyd"".",https://pronounce.renlab.ai/audio/sigmoid.mp3
tokenization,/ˌtoʊkənaɪˈzeɪʃən/,toh kun eye zay shun,,,,,cs-term,community-consensus,"Splitting text into tokens; ""toh-kun-eye-ZAY-shun"".",https://pronounce.renlab.ai/audio/tokenization.mp3
dreamer,/ˈdriːmər/,dree mer,,,,,product,community-consensus,"Hafner's world-model agent (DreamerV3); ""DREE-mer"".",https://pronounce.renlab.ai/audio/dreamer.mp3
dreamerv3,/ˈdriːmər viː ˈθriː/,dree mer vee three,,,,,product,community-consensus,"Latest Dreamer world model; ""Dreamer-V-three"".",https://pronounce.renlab.ai/audio/dreamerv3.mp3
muzero,/ˈmjuː ˌzɪroʊ/,mew zee roh,,,,,product,community-consensus,"DeepMind model-based RL (learns the model); ""MEW-zee-roh"".",https://pronounce.renlab.ai/audio/muzero.mp3
alphazero,/ˈælfə ˌzɪroʊ/,al fuh zee roh,,,,,product,community-consensus,"DeepMind self-play agent; ""AL-fuh-ZEE-roh"".",https://pronounce.renlab.ai/audio/alphazero.mp3
alphago,/ˈælfə ɡoʊ/,al fuh go,,,,,product,community-consensus,"DeepMind Go agent; ""AL-fuh-go"".",https://pronounce.renlab.ai/audio/alphago.mp3
alphafold,/ˈælfə foʊld/,al fuh fold,,,,,product,community-consensus,"DeepMind protein-structure model; ""AL-fuh-fold"".",https://pronounce.renlab.ai/audio/alphafold.mp3
alphastar,/ˈælfə stɑːr/,al fuh star,,,,,product,community-consensus,"DeepMind StarCraft II agent; ""AL-fuh-star"".",https://pronounce.renlab.ai/audio/alphastar.mp3
jepa,/ˈdʒɛpə/,jep uh,,,,,cs-term,community-consensus,"Joint-Embedding Predictive Architecture (LeCun); ""JEP-uh"".",https://pronounce.renlab.ai/audio/jepa.mp3
gato,/ˈɡɑːtoʊ/,gah toh,,,,,product,community-consensus,"DeepMind generalist agent; ""GAH-toh"" (Spanish for cat).",https://pronounce.renlab.ai/audio/gato.mp3
rssm,/ˌɑːr ɛs ɛs ˈɛm/,ar ess ess em,,,,,abbreviation,community-consensus,Recurrent State-Space Model (Dreamer/PlaNet core); letters.,https://pronounce.renlab.ai/audio/rssm.mp3
tdmpc,/ˌtiː diː ɛm piː ˈsiː/,tee dee em pee see,,,,,abbreviation,community-consensus,"Temporal-Difference Model-Predictive Control; letters ""TD-MPC"".",https://pronounce.renlab.ai/audio/tdmpc.mp3
octo,/ˈɒktoʊ/,ok toh,,,,,product,community-consensus,"Open-source generalist robot policy; ""OK-toh"".",https://pronounce.renlab.ai/audio/octo.mp3
openvla,/ˈoʊpən viː ɛl ˈeɪ/,open vee ell ay,,,,,product,community-consensus,"Open Vision-Language-Action model; ""Open-V-L-A"".",https://pronounce.renlab.ai/audio/openvla.mp3
mujoco,/ˈmjuːdʒoʊkoʊ/,mew jo co,,,https://mujoco.org/,MuJoCo,product,creator-clarified,"Multi-Joint dynamics with Contact physics engine; ""MEW-jo-co"".",https://pronounce.renlab.ai/audio/mujoco.mp3
isaac,/ˈaɪzək/,eye zik,,,,,product,community-consensus,"NVIDIA Isaac Sim/Lab/Gym for robotics; ""EYE-zik"".",https://pronounce.renlab.ai/audio/isaac.mp3
habitat,/ˈhæbɪtæt/,hab ih tat,,,,,product,community-consensus,"Meta AI Habitat embodied-AI sim; ""HAB-ih-tat"".",https://pronounce.renlab.ai/audio/habitat.mp3
gymnasium,/dʒɪmˈneɪziəm/,jim nay zee um,,,,,product,community-consensus,"RL environment API (successor to OpenAI Gym); ""jim-NAY-zee-um"".",https://pronounce.renlab.ai/audio/gymnasium.mp3
brax,/bræks/,bracks,,,,,product,community-consensus,"JAX differentiable physics engine; ""bracks"".",https://pronounce.renlab.ai/audio/brax.mp3
pybullet,/ˈpaɪˌbʊlɪt/,pie bullet,,,,,product,community-consensus,"Python bindings for Bullet physics; ""pie-bullet"".",https://pronounce.renlab.ai/audio/pybullet.mp3
gazebo,/ɡəˈziːboʊ/,guh zee boh,,,,,product,community-consensus,"ROS robotics simulator; ""guh-ZEE-boh"".",https://pronounce.renlab.ai/audio/gazebo.mp3
webots,/ˈwɛbɒts/,web ots,,,,,product,community-consensus,"Open-source robot simulator; ""WEB-ots"".",https://pronounce.renlab.ai/audio/webots.mp3
carla,/ˈkɑːrlə/,kar luh,,,,,product,community-consensus,"Open driving simulator; ""KAR-luh"".",https://pronounce.renlab.ai/audio/carla.mp3
airsim,/ˈɛərsɪm/,air sim,,,,,product,community-consensus,"Microsoft drone/car sim; ""air-sim"".",https://pronounce.renlab.ai/audio/airsim.mp3
omniverse,/ˈɒmnɪvɜːrs/,om nih verse,,,,,product,community-consensus,"NVIDIA simulation platform; ""OM-nih-verse"".",https://pronounce.renlab.ai/audio/omniverse.mp3
groot,/ɡruːt/,groot,,,,,product,community-consensus,"NVIDIA GR00T humanoid foundation model; ""groot"".",https://pronounce.renlab.ai/audio/groot.mp3
maniskill,/ˈmænɪskɪl/,man ih skill,,,,,product,community-consensus,"Manipulation-skill benchmark; ""MAN-ih-skill"".",https://pronounce.renlab.ai/audio/maniskill.mp3
aloha,/əˈloʊhɑː/,uh loh hah,,,,,product,community-consensus,"Low-cost bimanual teleop robot; ""uh-LOH-hah"".",https://pronounce.renlab.ai/audio/aloha.mp3
atari,/əˈtɑːri/,uh tar ee,,,,,product,community-consensus,"Atari (ALE) RL benchmark; ""uh-TAR-ee"".",https://pronounce.renlab.ai/audio/atari.mp3
crafter,/ˈkræftər/,craf ter,,,,,product,community-consensus,"Open-world RL benchmark; ""CRAF-ter"".",https://pronounce.renlab.ai/audio/crafter.mp3
minerl,/ˌmaɪn ɑːr ˈɛl/,mine ar ell,,,,,product,community-consensus,"Minecraft RL competition/env; ""Mine-R-L"".",https://pronounce.renlab.ai/audio/minerl.mp3
minedojo,/ˈmaɪn doʊdʒoʊ/,mine doh joh,,,,,product,community-consensus,"Open-ended Minecraft agent benchmark; ""Mine-DOH-joh"".",https://pronounce.renlab.ai/audio/minedojo.mp3
procgen,/ˈprɒkdʒɛn/,prock jen,,,,,product,community-consensus,"Procedurally-generated RL benchmark; ""PROCK-jen"".",https://pronounce.renlab.ai/audio/procgen.mp3
trpo,/ˈtɜːrpoʊ/,ter po,,,,,abbreviation,community-consensus,"Trust Region Policy Optimization; ""TER-po"" or letters.",https://pronounce.renlab.ai/audio/trpo.mp3
ddpg,/ˌdiː diː piː ˈdʒiː/,dee dee pee jee,,,,,abbreviation,community-consensus,"Deep Deterministic Policy Gradient; letters ""D-D-P-G"".",https://pronounce.renlab.ai/audio/ddpg.mp3
sac,/sæk/,sack,/ˌɛs eɪ ˈsiː/,ess ay see,,,abbreviation,contested,"Soft Actor-Critic; ""sack"" or letters ""S-A-C"".",https://pronounce.renlab.ai/audio/sac.mp3
impala,/ɪmˈpɑːlə/,im pah luh,,,,,product,community-consensus,"Distributed RL architecture; ""im-PAH-luh"", like the antelope.",https://pronounce.renlab.ai/audio/impala.mp3
bellman,/ˈbɛlmən/,bell mun,,,,,cs-term,community-consensus,"Bellman equation/backup; ""BELL-mun"".",https://pronounce.renlab.ai/audio/bellman.mp3
markov,/ˈmɑːrkɒf/,mar koff,,,,,cs-term,community-consensus,"Markov property/chain; ""MAR-koff"".",https://pronounce.renlab.ai/audio/markov.mp3
mdp,/ˌɛm diː ˈpiː/,em dee pee,,,,,abbreviation,community-consensus,"Markov Decision Process; letters ""M-D-P"".",https://pronounce.renlab.ai/audio/mdp.mp3
pomdp,/ˌpiː oʊ ɛm diː ˈpiː/,pee oh em dee pee,/ˈpɒm diː piː/,pom dee pee,,,abbreviation,contested,"Partially-Observable MDP; ""P-O-M-D-P"" or ""POM-D-P"".",https://pronounce.renlab.ai/audio/pomdp.mp3
ergodic,/ɜːrˈɡɒdɪk/,er god ik,,,,,cs-term,community-consensus,"Ergodic process (long-run = ensemble average); ""er-GOD-ik"".",https://pronounce.renlab.ai/audio/ergodic.mp3
quaternion,/kwəˈtɜːrniən/,kwuh ter nee un,,,,,cs-term,community-consensus,"4-component rotation representation; ""kwuh-TER-nee-un"".",https://pronounce.renlab.ai/audio/quaternion.mp3
odometry,/oʊˈdɒmɪtri/,oh dom uh tree,,,,,cs-term,community-consensus,"Motion estimation from sensors; ""oh-DOM-uh-tree"".",https://pronounce.renlab.ai/audio/odometry.mp3
lidar,/ˈlaɪdɑːr/,lye dar,,,,,cs-term,community-consensus,"Light Detection and Ranging; ""LYE-dar"".",https://pronounce.renlab.ai/audio/lidar.mp3
proprioception,/ˌproʊprioʊˈsɛpʃən/,pro pree oh sep shun,,,,,cs-term,community-consensus,"Sense of body state/joint angles; ""pro-pree-oh-SEP-shun"".",https://pronounce.renlab.ai/audio/proprioception.mp3
geodesic,/ˌdʒiːoʊˈdɛsɪk/,jee oh dess ik,,,,,cs-term,community-consensus,"Shortest path on a manifold; ""jee-oh-DESS-ik"".",https://pronounce.renlab.ai/audio/geodesic.mp3
holonomic,/ˌhɒləˈnɒmɪk/,hol uh nom ik,,,,,cs-term,community-consensus,"Constraint type in robotics; ""hol-uh-NOM-ik"".",https://pronounce.renlab.ai/audio/holonomic.mp3
kinematics,/ˌkɪnəˈmætɪks/,kin uh mat iks,,,,,cs-term,community-consensus,"Motion without forces (forward/inverse); ""kin-uh-MAT-iks"".",https://pronounce.renlab.ai/audio/kinematics.mp3
slam,/slæm/,slam,,,,,cs-term,community-consensus,"Simultaneous Localization And Mapping; ""slam"".",https://pronounce.renlab.ai/audio/slam.mp3
rollout,/ˈroʊlaʊt/,roll out,,,,,cs-term,community-consensus,"Simulating a trajectory under a policy; ""roll-out"".",https://pronounce.renlab.ai/audio/rollout.mp3
trajectory,/trəˈdʒɛktəri/,truh jek tuh ree,,,,,cs-term,community-consensus,"Sequence of states/actions; ""truh-JEK-tuh-ree"".",https://pronounce.renlab.ai/audio/trajectory.mp3
embodied,/ɪmˈbɒdid/,im bod eed,,,,,cs-term,community-consensus,"Embodied AI (agents with a body); ""im-BOD-eed"".",https://pronounce.renlab.ai/audio/embodied.mp3
egocentric,/ˌiːɡoʊˈsɛntrɪk/,ee go sen trik,,,,,cs-term,community-consensus,"First-person (egocentric video); ""ee-go-SEN-trik"".",https://pronounce.renlab.ai/audio/egocentric.mp3
allocentric,/ˌæloʊˈsɛntrɪk/,al oh sen trik,,,,,cs-term,community-consensus,"World-centered frame of reference; ""al-oh-SEN-trik"".",https://pronounce.renlab.ai/audio/allocentric.mp3
CEO,/ˌsiː iː ˈoʊ/,see ee oh,,,https://en.wikipedia.org/wiki/Chief_executive_officer,Wikipedia,acronym,community-consensus,"Chief Executive Officer; letters ""C-E-O"".",https://pronounce.renlab.ai/audio/ceo.mp3
CTO,/ˌsiː tiː ˈoʊ/,see tee oh,,,https://en.wikipedia.org/wiki/Chief_technology_officer,Wikipedia,acronym,community-consensus,"Chief Technology Officer; letters ""C-T-O"".",https://pronounce.renlab.ai/audio/cto.mp3
CFO,/ˌsiː ɛf ˈoʊ/,see eff oh,,,https://en.wikipedia.org/wiki/Chief_financial_officer,Wikipedia,acronym,community-consensus,"Chief Financial Officer; letters ""C-F-O"".",https://pronounce.renlab.ai/audio/cfo.mp3
COO,/ˌsiː oʊ ˈoʊ/,see oh oh,,,https://en.wikipedia.org/wiki/Chief_operating_officer,Wikipedia,acronym,community-consensus,"Chief Operating Officer; letters ""C-O-O"".",https://pronounce.renlab.ai/audio/coo.mp3
CMO,/ˌsiː ɛm ˈoʊ/,see em oh,,,https://en.wikipedia.org/wiki/Chief_marketing_officer,Wikipedia,acronym,community-consensus,"Chief Marketing Officer; letters ""C-M-O"".",https://pronounce.renlab.ai/audio/cmo.mp3
CPO,/ˌsiː piː ˈoʊ/,see pee oh,,,https://en.wikipedia.org/wiki/Chief_product_officer,Wikipedia,acronym,community-consensus,"Chief Product Officer (also Chief People Officer); letters ""C-P-O"".",https://pronounce.renlab.ai/audio/cpo.mp3
CRO,/ˌsiː ɑːr ˈoʊ/,see ar oh,,,https://en.wikipedia.org/wiki/Chief_revenue_officer,Wikipedia,acronym,community-consensus,"Chief Revenue Officer; letters ""C-R-O"".",https://pronounce.renlab.ai/audio/cro.mp3
CIO,/ˌsiː aɪ ˈoʊ/,see eye oh,,,https://en.wikipedia.org/wiki/Chief_information_officer,Wikipedia,acronym,community-consensus,"Chief Information Officer; letters ""C-I-O"".",https://pronounce.renlab.ai/audio/cio.mp3
CISO,/ˈsiːsoʊ/,see soh,/ˌsiː aɪ ɛs ˈoʊ/,see eye ess oh,https://en.wikipedia.org/wiki/Chief_information_security_officer,Wikipedia,acronym,contested,"Chief Information Security Officer; ""SEE-soh"" is dominant, letters also heard.",https://pronounce.renlab.ai/audio/ciso.mp3
CSO,/ˌsiː ɛs ˈoʊ/,see ess oh,,,https://en.wikipedia.org/wiki/Chief_security_officer,Wikipedia,acronym,community-consensus,"Chief Security/Strategy/Sustainability Officer; letters ""C-S-O"".",https://pronounce.renlab.ai/audio/cso.mp3
